,Video title,Comments
2515,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,"Im confused of what i want to study.  Im good at math , physics, and chemistry which makes it harder for me to choose. I already know that i want to do something with STEM. My options till now are data science, computer science , mechanical engineering and chemical engineering. I have learned the basics of python till now but dont know how to go further."
2516,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,Great !! Thanks ken !!
2517,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,Haha I love the fact when I google his name and twitch 'nick wan twitch' the first thing is Nick Wan Doesn't Drink....already hooks me in! Great content as always!
2518,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,An interesting conversation today.  It occurred to me that on job fair and recruiter sites you often don't see a separate category for 'data science.'  This is despite so many firms looking for folks with that specialty.  It tells me there is a lot of room to run in this field.  Very encouraging.
2519,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,"Hi, Ken! Great interview!

At 49:42, you mentioned something that I found really interesting. Namely, that there might be a potential divide of data science jobs in the future. Do you happen to know any other sources (blog posts, YouTube videos etc.) that talk about that idea in more detail?"
2520,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,"At first, I thought Twitch was only for gamers, I was wrong, it is also a great platform for data science! Truly innovative and great value Nick is bringing to the community 😃👍👍"
2521,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,9
2522,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,Awesome !!
2523,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,"Listen to Ken's Nearest Neighbors on all the main podcast platforms! 
On Apple Podcasts: https://podcasts.apple.com/us/podcast/kens-nearest-neighbors/id1538368692 (Please rate if you enjoy it!)
On Spotify: https://open.spotify.com/show/7fJsuxiZl4TS1hqPUmDFbl
On Google: https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5idXp6c3Byb3V0LmNvbS8xNDMwMDQxLnJzcw?sa=X&ved=0CAMQ4aUDahcKEwjQ2bGBhfbsAhUAAAAAHQAAAAAQAQ
On YouTube: https://www.youtube.com/channel/UCpEJMMRoTIHJ8vG8q_EwqCg (Trying to get to 1k so I can start tagging YouTube Guests!)

I had such an awesome time chatting with Nick Wan about his experiences in sports analytics and with his twitch stream. Definitely check him out on Twitch and Twitter!
Nick on Twitch: https://www.twitch.tv/nickwan_datasci  |  Nick on Twitter: https://twitter.com/nickwan"
2524,Beginner Kaggle Data Science Project Walk-Through (Titanic),"Hey Ken! I know this is an old video, but I was watching this again to plan a project that I am planning to work on. At the exploratory analysis part, you say that age looks like it is normally distributed. However, I'm pretty sure that if we run a Shapiro-Wilk test on it, it will turn out to be non-normal. So, I am wondering what do you mean by 'looks normally distributed' here? Are you looking for extremely skewed distributions to normalize? Thanks! Go #66daysofdata =)"
2525,Beginner Kaggle Data Science Project Walk-Through (Titanic),"Could u please tell how did you change color to black of ""Out""s ?"
2526,Beginner Kaggle Data Science Project Walk-Through (Titanic),"Ken, I'm a long time listener first time caller :) This is a terrific video .. and I have one question!  

... at around 22:00 you clearly tell us that concatenating training and test datasets together and then pre-processing them all together is NOT the way it should be done in real -world (real world way, as I understood: train encoder scaler on training dataset then transform test dataset using encoder scaler trained (only) from training dataset). 

So .. do you have (or do you know of one) similar to this one but which demos the real world way of doing business?"
2527,Beginner Kaggle Data Science Project Walk-Through (Titanic),Hey Ken! I am copying this project to understand the process. I am confused about the explanation you give on using all_data vs training & test data separately. Can you explain why training and test sets should be processed separately by giving a bit more background? Thanks!
